Date,Region,Latitude,Longitude,Temperature (°C),Rainfall (mm)
2020-07-20,Eastern,-13.7894,32.6073,20.87,4.24
2020-07-20,Southern,-16.5833,27.8333,22.6,5.22
2020-07-20,Western,-14.5,23.25,22.17,0.14
2020-07-20,Northern,-10.9167,30.0833,23.32,4.95
2020-07-20,Luapula,-10.83,29.72,20.27,6.83
2020-07-20,Muchinga,-10.9,32.15,22.72,0.18
2020-07-20,Central,-14.0,28.0,17.73,2.42
2020-07-20,North-Western,-13.1833,24.8167,21.51,3.07
2020-07-21,Lusaka,-15.4167,28.2833,21.42,6.78
2020-07-21,Copperbelt,-12.83,28.2116,22.35,9.21
2020-07-21,Eastern,-13.7894,32.6073,20.91,9.54
2020-07-21,Southern,-16.5833,27.8333,17.84,9.66
2020-07-21,Western,-14.5,23.25,21.68,4.36
2020-07-21,Northern,-10.9167,30.0833,20.57,1.83
2020-07-21,Luapula,-10.83,29.72,18.8,2.56
2020-07-21,Muchinga,-10.9,32.15,20.35,7.88
2020-07-21,Central,-14.0,28.0,19.01,0.48
2020-07-21,North-Western,-13.1833,24.8167,21.58,2.27
2020-07-22,Lusaka,-15.4167,28.2833,19.66,5.67
2020-07-22,Copperbelt,-12.83,28.2116,19.12,6.33
2020-07-22,Eastern,-13.7894,32.6073,19.25,1.2
2020-07-22,Southern,-16.5833,27.8333,18.26,1.87
2020-07-22,Western,-14.5,23.25,17.97,7.74
2020-07-22,Northern,-10.9167,30.0833,17.71,4.76
2020-07-22,Luapula,-10.83,29.72,17.99,6.6
2020-07-22,Muchinga,-10.9,32.15,19.28,4.66
2020-07-22,Central,-14.0,28.0,18.18,4.1
2020-07-22,North-Western,-13.1833,24.8167,18.31,8.13
2020-07-23,Lusaka,-15.4167,28.2833,20.0,9.82
2020-07-23,Copperbelt,-12.83,28.2116,22.51,7.33
2020-07-23,Eastern,-13.7894,32.6073,17.35,4.17
2020-07-23,Southern,-16.5833,27.8333,22.33,4.59
2020-07-23,Western,-14.5,23.25,21.36,4.94
2020-07-23,Northern,-10.9167,30.0833,19.31,0.87
2020-07-23,Luapula,-10.83,29.72,22.71,6.82
2020-07-23,Muchinga,-10.9,32.15,19.92,7.85
2020-07-23,Central,-14.0,28.0,17.9,2.53
2020-07-23,North-Western,-13.1833,24.8167,19.78,7.51
2020-07-24,Lusaka,-15.4167,28.2833,18.03,9.74
2020-07-24,Copperbelt,-12.83,28.2116,18.14,2.65
2020-07-24,Eastern,-13.7894,32.6073,21.76,0.63
2020-07-24,Southern,-16.5833,27.8333,20.55,3.3
2020-07-24,Western,-14.5,23.25,18.06,2.88
2020-07-24,Northern,-10.9167,30.0833,17.31,2.91
2020-07-24,Luapula,-10.83,29.72,22.08,2.09
2020-07-24,Muchinga,-10.9,32.15,18.87,5.22
2020-07-24,Central,-14.0,28.0,22.87,5.85
2020-07-24,North-Western,-13.1833,24.8167,20.49,5.74
2020-07-25,Lusaka,-15.4167,28.2833,22.94,6.96
2020-07-25,Copperbelt,-12.83,28.2116,18.29,1.43
2020-07-25,Eastern,-13.7894,32.6073,19.67,6.43
2020-07-25,Southern,-16.5833,27.8333,22.23,7.0
2020-07-25,Western,-14.5,23.25,20.11,9.74
2020-07-25,Northern,-10.9167,30.0833,20.58,3.23
2020-07-25,Luapula,-10.83,29.72,21.89,8.38
2020-07-25,Muchinga,-10.9,32.15,17.93,3.2
2020-07-25,Central,-14.0,28.0,21.24,0.23
2020-07-25,North-Western,-13.1833,24.8167,19.42,8.04
2020-07-26,Lusaka,-15.4167,28.2833,19.64,2.55
2020-07-26,Copperbelt,-12.83,28.2116,18.77,4.97
2020-07-26,Eastern,-13.7894,32.6073,17.18,8.53
2020-07-26,Southern,-16.5833,27.8333,20.45,1.19
2020-07-26,Western,-14.5,23.25,18.49,4.68
2020-07-26,Northern,-10.9167,30.0833,21.12,6.08
2020-07-26,Luapula,-10.83,29.72,16.97,0.18
2020-07-26,Muchinga,-10.9,32.15,19.86,2.99
2020-07-26,Central,-14.0,28.0,17.27,0.5
2020-07-26,North-Western,-13.1833,24.8167,20.2,4.32
2020-07-27,Lusaka,-15.4167,28.2833,19.9,5.53
2020-07-27,Copperbelt,-12.83,28.2116,21.38,0.11
2020-07-27,Eastern,-13.7894,32.6073,20.96,2.39
2020-07-27,Southern,-16.5833,27.8333,17.33,2.58
2020-07-27,Western,-14.5,23.25,18.53,2.13
2020-07-27,Northern,-10.9167,30.0833,20.12,1.06
2020-07-27,Luapula,-10.83,29.72,18.86,5.4
2020-07-27,Muchinga,-10.9,32.15,18.3,1.6
2020-07-27,Central,-14.0,28.0,18.22,8.75
2020-07-27,North-Western,-13.1833,24.8167,17.05,8.76
2020-07-28,Lusaka,-15.4167,28.2833,18.26,5.4
2020-07-28,Copperbelt,-12.83,28.2116,20.01,7.76
2020-07-28,Eastern,-13.7894,32.6073,20.63,6.06
2020-07-28,Southern,-16.5833,27.8333,18.66,1.88
2020-07-28,Western,-14.5,23.25,20.69,0.07
2020-07-28,Northern,-10.9167,30.0833,16.73,5.3
2020-07-28,Luapula,-10.83,29.72,16.74,7.63
2020-07-28,Muchinga,-10.9,32.15,20.29,3.97
2020-07-28,Central,-14.0,28.0,20.39,0.01
2020-07-28,North-Western,-13.1833,24.8167,21.24,5.35
2020-07-29,Lusaka,-15.4167,28.2833,17.09,5.16
2020-07-29,Copperbelt,-12.83,28.2116,19.72,3.56
2020-07-29,Eastern,-13.7894,32.6073,18.27,2.8
2020-07-29,Southern,-16.5833,27.8333,21.08,0.63
2020-07-29,Western,-14.5,23.25,20.41,7.52
2020-07-29,Northern,-10.9167,30.0833,18.55,0.61
2020-07-29,Luapula,-10.83,29.72,17.66,4.37
2020-07-29,Muchinga,-10.9,32.15,17.44,1.35
2020-07-29,Central,-14.0,28.0,22.15,3.84
2020-07-29,North-Western,-13.1833,24.8167,16.87,7.37
2020-07-30,Lusaka,-15.4167,28.2833,21.15,2.07
2020-07-30,Copperbelt,-12.83,28.2116,19.67,2.27
2020-07-30,Eastern,-13.7894,32.6073,21.96,3.34
2020-07-30,Southern,-16.5833,27.8333,16.71,9.86
2020-07-30,Western,-14.5,23.25,19.92,7.02
2020-07-30,Northern,-10.9167,30.0833,16.93,9.26
2020-07-30,Luapula,-10.83,29.72,20.95,9.95
2020-07-30,Muchinga,-10.9,32.15,20.76,7.71
2020-07-30,Central,-14.0,28.0,18.51,7.25
2020-07-30,North-Western,-13.1833,24.8167,19.72,6.73
2020-07-31,Lusaka,-15.4167,28.2833,19.52,8.51
2020-07-31,Copperbelt,-12.83,28.2116,17.9,5.0
2020-07-31,Eastern,-13.7894,32.6073,19.39,1.66
2020-07-31,Southern,-16.5833,27.8333,18.24,5.0
2020-07-31,Western,-14.5,23.25,19.68,0.46
2020-07-31,Northern,-10.9167,30.0833,20.09,7.8
2020-07-31,Luapula,-10.83,29.72,16.51,6.4
2020-07-31,Muchinga,-10.9,32.15,22.21,0.21
2020-07-31,Central,-14.0,28.0,20.17,5.45
2020-07-31,North-Western,-13.1833,24.8167,20.98,8.31
2020-08-01,Lusaka,-15.4167,28.2833,19.45,9.73
2020-08-01,Copperbelt,-12.83,28.2116,18.12,2.6
2020-08-01,Eastern,-13.7894,32.6073,18.57,7.01
2020-08-01,Southern,-16.5833,27.8333,17.24,9.85
2020-08-01,Western,-14.5,23.25,16.47,3.03
2020-08-01,Northern,-10.9167,30.0833,17.0,2.68
2020-08-01,Luapula,-10.83,29.72,17.99,6.32
2020-08-01,Muchinga,-10.9,32.15,21.03,3.36
2020-08-01,Central,-14.0,28.0,21.91,8.41
2020-08-01,North-Western,-13.1833,24.8167,18.68,7.7
2020-08-02,Lusaka,-15.4167,28.2833,20.0,4.76
2020-08-02,Copperbelt,-12.83,28.2116,19.77,2.5
2020-08-02,Eastern,-13.7894,32.6073,17.45,5.54
2020-08-02,Southern,-16.5833,27.8333,18.05,2.94
2020-08-02,Western,-14.5,23.25,22.19,7.52
2020-08-02,Northern,-10.9167,30.0833,19.31,3.07
2020-08-02,Luapula,-10.83,29.72,16.83,6.8
2020-08-02,Muchinga,-10.9,32.15,18.66,2.45
2020-08-02,Central,-14.0,28.0,21.56,5.14
2020-08-02,North-Western,-13.1833,24.8167,18.98,6.08
2020-08-03,Lusaka,-15.4167,28.2833,18.57,5.71
2020-08-03,Copperbelt,-12.83,28.2116,18.2,8.99
2020-08-03,Eastern,-13.7894,32.6073,17.33,7.7
2020-08-03,Southern,-16.5833,27.8333,18.25,0.07
2020-08-03,Western,-14.5,23.25,19.39,5.3
2020-08-03,Northern,-10.9167,30.0833,19.04,0.08
2020-08-03,Luapula,-10.83,29.72,19.28,7.4
2020-08-03,Muchinga,-10.9,32.15,17.18,1.56
2020-08-03,Central,-14.0,28.0,21.77,2.7
2020-08-03,North-Western,-13.1833,24.8167,20.47,1.35
2020-08-04,Lusaka,-15.4167,28.2833,20.01,3.55
2020-08-04,Copperbelt,-12.83,28.2116,18.84,4.98
2020-08-04,Eastern,-13.7894,32.6073,19.28,3.87
2020-08-04,Southern,-16.5833,27.8333,16.71,6.22
2020-08-04,Western,-14.5,23.25,19.63,6.27
2020-08-04,Northern,-10.9167,30.0833,18.1,8.56
2020-08-04,Luapula,-10.83,29.72,18.19,3.26
2020-08-04,Muchinga,-10.9,32.15,19.09,6.32
2020-08-04,Central,-14.0,28.0,20.71,2.64
2020-08-04,North-Western,-13.1833,24.8167,21.07,8.89
2020-08-05,Lusaka,-15.4167,28.2833,19.62,4.27
2020-08-05,Copperbelt,-12.83,28.2116,19.19,2.16
2020-08-05,Eastern,-13.7894,32.6073,17.22,9.12
2020-08-05,Southern,-16.5833,27.8333,16.86,3.92
2020-08-05,Western,-14.5,23.25,21.82,3.62
2020-08-05,Northern,-10.9167,30.0833,20.29,8.24
2020-08-05,Luapula,-10.83,29.72,16.2,5.22
2020-08-05,Muchinga,-10.9,32.15,17.24,6.17
2020-08-05,Central,-14.0,28.0,18.72,2.75
2020-08-05,North-Western,-13.1833,24.8167,16.49,9.58
2020-08-06,Lusaka,-15.4167,28.2833,19.14,5.24
2020-08-06,Copperbelt,-12.83,28.2116,17.73,0.06
2020-08-06,Eastern,-13.7894,32.6073,18.98,5.4
2020-08-06,Southern,-16.5833,27.8333,21.73,0.82
2020-08-06,Western,-14.5,23.25,18.07,9.59
2020-08-06,Northern,-10.9167,30.0833,19.27,3.15
2020-08-06,Luapula,-10.83,29.72,19.08,2.05
2020-08-06,Muchinga,-10.9,32.15,19.09,1.31
2020-08-06,Central,-14.0,28.0,16.83,8.93
2020-08-06,North-Western,-13.1833,24.8167,17.47,6.9
2020-08-07,Lusaka,-15.4167,28.2833,21.85,8.0
2020-08-07,Copperbelt,-12.83,28.2116,18.68,5.17
2020-08-07,Eastern,-13.7894,32.6073,18.14,6.13
2020-08-07,Southern,-16.5833,27.8333,21.25,2.79
2020-08-07,Western,-14.5,23.25,18.8,0.71
2020-08-07,Northern,-10.9167,30.0833,21.04,9.23
2020-08-07,Luapula,-10.83,29.72,18.91,0.3
2020-08-07,Muchinga,-10.9,32.15,20.54,2.48
2020-08-07,Central,-14.0,28.0,20.02,5.5
2020-08-07,North-Western,-13.1833,24.8167,16.91,2.82
2020-08-08,Lusaka,-15.4167,28.2833,19.46,9.92
2020-08-08,Copperbelt,-12.83,28.2116,19.66,0.52
2020-08-08,Eastern,-13.7894,32.6073,18.13,4.23
2020-08-08,Southern,-16.5833,27.8333,17.94,0.31
2020-08-08,Western,-14.5,23.25,21.71,7.32
2020-08-08,Northern,-10.9167,30.0833,16.69,3.53
2020-08-08,Luapula,-10.83,29.72,20.5,9.37
2020-08-08,Muchinga,-10.9,32.15,19.16,9.24
2020-08-08,Central,-14.0,28.0,20.58,2.95
2020-08-08,North-Western,-13.1833,24.8167,19.93,2.72
2020-08-09,Lusaka,-15.4167,28.2833,20.22,4.21
2020-08-09,Copperbelt,-12.83,28.2116,20.6,4.73
2020-08-09,Eastern,-13.7894,32.6073,16.51,8.6
2020-08-09,Southern,-16.5833,27.8333,16.45,2.33
2020-08-09,Western,-14.5,23.25,21.56,1.14
2020-08-09,Northern,-10.9167,30.0833,21.09,4.92
2020-08-09,Luapula,-10.83,29.72,18.63,0.7
2020-08-09,Muchinga,-10.9,32.15,18.8,0.48
2020-08-09,Central,-14.0,28.0,17.77,9.22
2020-08-09,North-Western,-13.1833,24.8167,17.32,3.04
2020-08-10,Lusaka,-15.4167,28.2833,20.65,2.91
2020-08-10,Copperbelt,-12.83,28.2116,17.1,4.41
2020-08-10,Eastern,-13.7894,32.6073,19.91,5.53
2020-08-10,Southern,-16.5833,27.8333,20.56,7.64
2020-08-10,Western,-14.5,23.25,17.42,5.65
2020-08-10,Northern,-10.9167,30.0833,20.75,7.72
2020-08-10,Luapula,-10.83,29.72,18.81,1.58
2020-08-10,Muchinga,-10.9,32.15,17.86,9.44
2020-08-10,Central,-14.0,28.0,18.27,3.29
2020-08-10,North-Western,-13.1833,24.8167,20.14,3.13
2020-08-11,Lusaka,-15.4167,28.2833,21.08,7.67
2020-08-11,Copperbelt,-12.83,28.2116,18.0,2.99
2020-08-11,Eastern,-13.7894,32.6073,17.8,0.75
2020-08-11,Southern,-16.5833,27.8333,18.49,4.63
2020-08-11,Western,-14.5,23.25,20.59,2.75
2020-08-11,Northern,-10.9167,30.0833,18.65,3.33
2020-08-11,Luapula,-10.83,29.72,17.78,2.53
2020-08-11,Muchinga,-10.9,32.15,20.42,5.28
2020-08-11,Central,-14.0,28.0,15.93,7.04
2020-08-11,North-Western,-13.1833,24.8167,16.0,5.29
2020-08-12,Lusaka,-15.4167,28.2833,21.33,6.87
2020-08-12,Copperbelt,-12.83,28.2116,16.2,4.57
2020-08-12,Eastern,-13.7894,32.6073,18.69,9.64
2020-08-12,Southern,-16.5833,27.8333,20.61,7.32
2020-08-12,Western,-14.5,23.25,20.14,4.22
2020-08-12,Northern,-10.9167,30.0833,20.76,7.77
2020-08-12,Luapula,-10.83,29.72,21.25,3.15
2020-08-12,Muchinga,-10.9,32.15,18.64,8.03
2020-08-12,Central,-14.0,28.0,16.24,4.46
2020-08-12,North-Western,-13.1833,24.8167,18.8,9.91
2020-08-13,Lusaka,-15.4167,28.2833,20.68,0.86
2020-08-13,Copperbelt,-12.83,28.2116,16.79,0.53
2020-08-13,Eastern,-13.7894,32.6073,20.91,8.93
2020-08-13,Southern,-16.5833,27.8333,18.02,7.13
2020-08-13,Western,-14.5,23.25,18.21,2.84
2020-08-13,Northern,-10.9167,30.0833,18.38,7.59
2020-08-13,Luapula,-10.83,29.72,20.31,4.71
2020-08-13,Muchinga,-10.9,32.15,20.33,0.35
2020-08-13,Central,-14.0,28.0,15.69,6.51
2020-08-13,North-Western,-13.1833,24.8167,21.39,3.6
2020-08-14,Lusaka,-15.4167,28.2833,19.34,5.4
2020-08-14,Copperbelt,-12.83,28.2116,16.18,6.59
2020-08-14,Eastern,-13.7894,32.6073,19.84,1.3
2020-08-14,Southern,-16.5833,27.8333,21.34,5.37
2020-08-14,Western,-14.5,23.25,20.94,9.62
2020-08-14,Northern,-10.9167,30.0833,18.18,8.0
2020-08-14,Luapula,-10.83,29.72,18.76,0.21
2020-08-14,Muchinga,-10.9,32.15,16.43,4.45
2020-08-14,Central,-14.0,28.0,15.84,8.45
2020-08-14,North-Western,-13.1833,24.8167,17.13,7.16
2020-08-15,Lusaka,-15.4167,28.2833,17.15,8.59
2020-08-15,Copperbelt,-12.83,28.2116,20.16,3.36
2020-08-15,Eastern,-13.7894,32.6073,18.63,7.76
2020-08-15,Southern,-16.5833,27.8333,18.46,7.14
2020-08-15,Western,-14.5,23.25,15.8,7.2
2020-08-15,Northern,-10.9167,30.0833,21.17,9.79
2020-08-15,Luapula,-10.83,29.72,17.88,0.85
2020-08-15,Muchinga,-10.9,32.15,19.82,1.75
2020-08-15,Central,-14.0,28.0,17.81,8.7
2020-08-15,North-Western,-13.1833,24.8167,20.24,1.8
2020-08-16,Lusaka,-15.4167,28.2833,16.6,6.44
2020-08-16,Copperbelt,-12.83,28.2116,19.5,6.56
2020-08-16,Eastern,-13.7894,32.6073,20.5,2.0
2020-08-16,Southern,-16.5833,27.8333,20.27,4.47
2020-08-16,Western,-14.5,23.25,16.21,4.64
2020-08-16,Northern,-10.9167,30.0833,16.33,2.8
2020-08-16,Luapula,-10.83,29.72,17.7,8.79
2020-08-16,Muchinga,-10.9,32.15,16.92,6.29
2020-08-16,Central,-14.0,28.0,18.89,6.39
2020-08-16,North-Western,-13.1833,24.8167,16.92,1.23
2020-08-17,Lusaka,-15.4167,28.2833,19.78,6.3
2020-08-17,Copperbelt,-12.83,28.2116,19.51,8.91
2020-08-17,Eastern,-13.7894,32.6073,17.18,2.93
2020-08-17,Southern,-16.5833,27.8333,20.92,5.8
2020-08-17,Western,-14.5,23.25,19.96,1.26
2020-08-17,Northern,-10.9167,30.0833,19.32,6.64
2020-08-17,Luapula,-10.83,29.72,16.35,9.71
2020-08-17,Muchinga,-10.9,32.15,17.49,7.45
2020-08-17,Central,-14.0,28.0,16.03,0.38
2020-08-17,North-Western,-13.1833,24.8167,19.03,4.85
2020-08-18,Lusaka,-15.4167,28.2833,17.48,1.76
2020-08-18,Copperbelt,-12.83,28.2116,15.66,7.92
2020-08-18,Eastern,-13.7894,32.6073,21.04,0.19
2020-08-18,Southern,-16.5833,27.8333,20.77,3.55
2020-08-18,Western,-14.5,23.25,16.45,8.14
2020-08-18,Northern,-10.9167,30.0833,18.01,0.34
2020-08-18,Luapula,-10.83,29.72,16.4,2.14
2020-08-18,Muchinga,-10.9,32.15,18.57,0.86
2020-08-18,Central,-14.0,28.0,17.2,1.79
2020-08-18,North-Western,-13.1833,24.8167,17.3,8.03
2020-08-19,Lusaka,-15.4167,28.2833,19.76,1.42
2020-08-19,Copperbelt,-12.83,28.2116,21.19,7.12
2020-08-19,Eastern,-13.7894,32.6073,18.73,9.82
2020-08-19,Southern,-16.5833,27.8333,16.53,3.08
2020-08-19,Western,-14.5,23.25,16.08,4.7
2020-08-19,Northern,-10.9167,30.0833,18.12,4.65
2020-08-19,Luapula,-10.83,29.72,15.29,9.93
2020-08-19,Muchinga,-10.9,32.15,18.98,0.96
2020-08-19,Central,-14.0,28.0,21.0,8.26
2020-08-19,North-Western,-13.1833,24.8167,15.47,2.97
2020-08-20,Lusaka,-15.4167,28.2833,15.34,9.99
2020-08-20,Copperbelt,-12.83,28.2116,18.94,2.94
2020-08-20,Eastern,-13.7894,32.6073,17.39,2.79
2020-08-20,Southern,-16.5833,27.8333,15.71,3.32
2020-08-20,Western,-14.5,23.25,16.1,1.53
2020-08-20,Northern,-10.9167,30.0833,16.16,5.26
2020-08-20,Luapula,-10.83,29.72,15.41,3.26
2020-08-20,Muchinga,-10.9,32.15,17.84,4.56
2020-08-20,Central,-14.0,28.0,16.37,5.9
2020-08-20,North-Western,-13.1833,24.8167,15.27,4.11
2020-08-21,Lusaka,-15.4167,28.2833,16.58,1.23
2020-08-21,Copperbelt,-12.83,28.2116,18.11,4.2
2020-08-21,Eastern,-13.7894,32.6073,18.37,6.29
2020-08-21,Southern,-16.5833,27.8333,20.49,7.5
2020-08-21,Western,-14.5,23.25,20.93,0.88
2020-08-21,Northern,-10.9167,30.0833,17.7,7.14
2020-08-21,Luapula,-10.83,29.72,15.41,0.96
2020-08-21,Muchinga,-10.9,32.15,18.86,6.57
2020-08-21,Central,-14.0,28.0,20.13,1.07
2020-08-21,North-Western,-13.1833,24.8167,16.78,6.6
2020-08-22,Lusaka,-15.4167,28.2833,18.92,3.89
2020-08-22,Copperbelt,-12.83,28.2116,15.24,7.21
2020-08-22,Eastern,-13.7894,32.6073,17.56,9.15
2020-08-22,Southern,-16.5833,27.8333,16.46,6.13
2020-08-22,Western,-14.5,23.25,19.4,4.55
2020-08-22,Northern,-10.9167,30.0833,15.43,6.1
2020-08-22,Luapula,-10.83,29.72,15.98,3.58
2020-08-22,Muchinga,-10.9,32.15,20.87,8.3
2020-08-22,Central,-14.0,28.0,20.52,3.11
2020-08-22,North-Western,-13.1833,24.8167,16.86,0.85
2020-08-23,Lusaka,-15.4167,28.2833,17.38,2.92
2020-08-23,Copperbelt,-12.83,28.2116,20.26,6.13
2020-08-23,Eastern,-13.7894,32.6073,17.78,8.97
2020-08-23,Southern,-16.5833,27.8333,16.1,9.94
2020-08-23,Western,-14.5,23.25,16.22,4.98
2020-08-23,Northern,-10.9167,30.0833,17.7,5.18
2020-08-23,Luapula,-10.83,29.72,15.17,9.33
2020-08-23,Muchinga,-10.9,32.15,15.38,2.2
2020-08-23,Central,-14.0,28.0,16.08,7.05
2020-08-23,North-Western,-13.1833,24.8167,15.05,2.49
2020-08-24,Lusaka,-15.4167,28.2833,19.02,3.73
2020-08-24,Copperbelt,-12.83,28.2116,16.3,5.11
2020-08-24,Eastern,-13.7894,32.6073,19.99,7.42
2020-08-24,Southern,-16.5833,27.8333,17.2,0.01
2020-08-24,Western,-14.5,23.25,20.81,2.81
2020-08-24,Northern,-10.9167,30.0833,16.1,8.2
2020-08-24,Luapula,-10.83,29.72,18.72,0.5
2020-08-24,Muchinga,-10.9,32.15,19.47,1.02
2020-08-24,Central,-14.0,28.0,16.9,0.12
2020-08-24,North-Western,-13.1833,24.8167,20.61,9.73
2020-08-25,Lusaka,-15.4167,28.2833,20.59,6.68
2020-08-25,Copperbelt,-12.83,28.2116,15.43,3.63
2020-08-25,Eastern,-13.7894,32.6073,16.98,2.48
2020-08-25,Southern,-16.5833,27.8333,18.82,4.59
2020-08-25,Western,-14.5,23.25,15.21,0.36
2020-08-25,Northern,-10.9167,30.0833,17.69,4.42
2020-08-25,Luapula,-10.83,29.72,16.65,9.53
2020-08-25,Muchinga,-10.9,32.15,17.05,9.42
2020-08-25,Central,-14.0,28.0,20.22,8.52
2020-08-25,North-Western,-13.1833,24.8167,18.89,6.22
2020-08-26,Lusaka,-15.4167,28.2833,18.48,2.44
2020-08-26,Copperbelt,-12.83,28.2116,16.11,1.79
2020-08-26,Eastern,-13.7894,32.6073,17.54,2.61
2020-08-26,Southern,-16.5833,27.8333,16.41,0.99
2020-08-26,Western,-14.5,23.25,17.73,8.25
2020-08-26,Northern,-10.9167,30.0833,16.89,9.14
2020-08-26,Luapula,-10.83,29.72,18.18,8.37
2020-08-26,Muchinga,-10.9,32.15,15.01,8.43
2020-08-26,Central,-14.0,28.0,19.91,0.93
2020-08-26,North-Western,-13.1833,24.8167,19.47,0.07
2020-08-27,Lusaka,-15.4167,28.2833,18.62,2.37
2020-08-27,Copperbelt,-12.83,28.2116,19.7,3.24
2020-08-27,Eastern,-13.7894,32.6073,17.87,5.47
2020-08-27,Southern,-16.5833,27.8333,17.22,4.44
2020-08-27,Western,-14.5,23.25,18.63,4.65
2020-08-27,Northern,-10.9167,30.0833,18.84,5.62
2020-08-27,Luapula,-10.83,29.72,16.45,6.76
2020-08-27,Muchinga,-10.9,32.15,19.42,7.16
2020-08-27,Central,-14.0,28.0,19.24,7.14
2020-08-27,North-Western,-13.1833,24.8167,15.64,4.37
2020-08-28,Lusaka,-15.4167,28.2833,16.14,0.73
2020-08-28,Copperbelt,-12.83,28.2116,18.03,8.67
2020-08-28,Eastern,-13.7894,32.6073,18.55,2.63
2020-08-28,Southern,-16.5833,27.8333,15.71,2.33
2020-08-28,Western,-14.5,23.25,20.25,0.35
2020-08-28,Northern,-10.9167,30.0833,20.5,8.02
2020-08-28,Luapula,-10.83,29.72,17.51,9.78
2020-08-28,Muchinga,-10.9,32.15,20.34,8.6
2020-08-28,Central,-14.0,28.0,17.21,7.37
2020-08-28,North-Western,-13.1833,24.8167,16.88,8.71
2020-08-29,Lusaka,-15.4167,28.2833,16.68,6.2
2020-08-29,Copperbelt,-12.83,28.2116,16.62,9.15
2020-08-29,Eastern,-13.7894,32.6073,18.79,6.66
2020-08-29,Southern,-16.5833,27.8333,17.87,8.75
2020-08-29,Western,-14.5,23.25,19.43,1.3
2020-08-29,Northern,-10.9167,30.0833,14.89,7.33
2020-08-29,Luapula,-10.83,29.72,15.22,2.78
2020-08-29,Muchinga,-10.9,32.15,18.61,3.83
2020-08-29,Central,-14.0,28.0,16.74,9.46
2020-08-29,North-Western,-13.1833,24.8167,17.74,0.13
2020-08-30,Lusaka,-15.4167,28.2833,14.79,3.62
2020-08-30,Copperbelt,-12.83,28.2116,20.49,1.72
2020-08-30,Eastern,-13.7894,32.6073,17.2,6.12
2020-08-30,Southern,-16.5833,27.8333,17.69,1.84
2020-08-30,Western,-14.5,23.25,15.4,4.41
2020-08-30,Northern,-10.9167,30.0833,18.32,6.36
2020-08-30,Luapula,-10.83,29.72,18.7,6.27
2020-08-30,Muchinga,-10.9,32.15,15.71,5.41
2020-08-30,Central,-14.0,28.0,17.08,2.13
2020-08-30,North-Western,-13.1833,24.8167,16.3,8.91
2020-08-31,Lusaka,-15.4167,28.2833,16.22,0.82
2020-08-31,Copperbelt,-12.83,28.2116,16.21,5.82
2020-08-31,Eastern,-13.7894,32.6073,16.55,1.63
2020-08-31,Southern,-16.5833,27.8333,18.14,7.24
2020-08-31,Western,-14.5,23.25,15.69,2.54
2020-08-31,Northern,-10.9167,30.0833,14.96,5.14
2020-08-31,Luapula,-10.83,29.72,15.72,3.47
2020-08-31,Muchinga,-10.9,32.15,16.49,1.12
2020-08-31,Central,-14.0,28.0,14.85,1.77
2020-08-31,North-Western,-13.1833,24.8167,18.31,0.63
2020-09-01,Lusaka,-15.4167,28.2833,16.22,6.72
2020-09-01,Copperbelt,-12.83,28.2116,17.75,2.47
2020-09-01,Eastern,-13.7894,32.6073,20.06,0.76
2020-09-01,Southern,-16.5833,27.8333,14.99,7.0
2020-09-01,Western,-14.5,23.25,19.68,2.32
2020-09-01,Northern,-10.9167,30.0833,16.4,7.25
2020-09-01,Luapula,-10.83,29.72,16.72,3.12
2020-09-01,Muchinga,-10.9,32.15,14.61,8.1
2020-09-01,Central,-14.0,28.0,16.33,0.68
2020-09-01,North-Western,-13.1833,24.8167,17.49,3.27
2020-09-02,Lusaka,-15.4167,28.2833,17.61,0.5
2020-09-02,Copperbelt,-12.83,28.2116,19.37,0.73
2020-09-02,Eastern,-13.7894,32.6073,17.5,5.75
2020-09-02,Southern,-16.5833,27.8333,15.12,2.77
2020-09-02,Western,-14.5,23.25,19.46,9.87
2020-09-02,Northern,-10.9167,30.0833,19.25,9.84
2020-09-02,Luapula,-10.83,29.72,17.15,6.87
2020-09-02,Muchinga,-10.9,32.15,20.32,9.19
2020-09-02,Central,-14.0,28.0,19.48,6.5
2020-09-02,North-Western,-13.1833,24.8167,17.94,5.57
2020-09-03,Lusaka,-15.4167,28.2833,19.91,6.18
2020-09-03,Copperbelt,-12.83,28.2116,15.27,3.72
2020-09-03,Eastern,-13.7894,32.6073,16.56,4.43
2020-09-03,Southern,-16.5833,27.8333,19.84,4.3
2020-09-03,Western,-14.5,23.25,16.38,4.29
2020-09-03,Northern,-10.9167,30.0833,19.04,1.06
2020-09-03,Luapula,-10.83,29.72,17.04,6.92
2020-09-03,Muchinga,-10.9,32.15,17.46,4.82
2020-09-03,Central,-14.0,28.0,15.67,5.2
2020-09-03,North-Western,-13.1833,24.8167,15.57,9.5
2020-09-04,Lusaka,-15.4167,28.2833,20.27,1.02
2020-09-04,Copperbelt,-12.83,28.2116,18.53,9.72
2020-09-04,Eastern,-13.7894,32.6073,15.18,8.33
2020-09-04,Southern,-16.5833,27.8333,15.63,2.0
2020-09-04,Western,-14.5,23.25,17.67,9.72
2020-09-04,Northern,-10.9167,30.0833,16.82,1.35
2020-09-04,Luapula,-10.83,29.72,14.63,0.67
2020-09-04,Muchinga,-10.9,32.15,19.09,5.67
2020-09-04,Central,-14.0,28.0,19.96,6.61
